user_id,book_id,rating
94,26,4
94,33,3
94,35,3
94,42,2
94,50,3
94,66,3
94,80,5
94,85,4
94,93,3
95,1,4
95,5,4
95,9,4
95,11,5
95,16,3
95,17,4
95,18,5
95,20,2
95,21,5
95,24,5
95,25,5
95,27,5
95,31,4
95,33,3
95,35,5
95,37,4
95,38,4
95,45,3
95,46,3
95,47,5
95,57,2
95,60,3
95,67,5
95,81,4
95,98,4
95,100,3
96,7,3
96,25,4
96,37,4
96,59,3
96,62,4
96,77,4
96,85,4
96,93,3
98,19,5
98,45,5
100,10,3
100,11,3
100,14,3
100,26,3
100,29,3
100,33,4
100,35,3
100,58,3
100,66,4
100,85,4
100,94,3
101,1,4
101,2,3
101,4,5
101,5,4
101,8,2
101,10,5
101,14,4
101,16,4
101,17,4
101,18,5
101,20,4
101,21,5
101,23,4
101,24,4
101,25,5
101,27,5
101,28,3
101,31,4
101,35,4
101,36,5
101,40,4
101,43,3
101,45,3
101,46,4
101,57,5
101,60,3
101,83,3
101,94,5
101,100,5
103,11,4
103,16,3
103,40,4
103,45,5
103,46,3
103,65,4
103,98,3
104,1,4
104,3,2
104,16,2
104,37,4
104,38,4
104,46,4
104,49,2
104,52,2
104,54,4
104,56,2
104,59,4
104,62,5
104,76,3
104,80,3
104,84,4
104,85,3
104,87,3
104,97,3
105,3,1
105,9,3
105,28,3
105,38,4
106,2,3
106,9,4
106,11,4
106,18,3
106,21,4
106,23,3
106,24,4
106,25,4
106,27,5
106,66,3
106,84,3
108,2,3
108,10,4
108,11,5
108,16,4
108,18,4
108,21,4
108,23,4
108,24,4
108,25,5
108,26,2
108,27,5
108,31,3
108,35,3
108,40,4
108,45,4
108,55,3
108,57,5
108,63,1
108,66,4
108,76,4
108,87,4
108,92,4
108,94,4
108,98,4
108,100,5
109,4,5
109,5,1
109,8,3
109,10,4
109,15,3
109,28,4
109,29,3
109,37,4
109,42,3
109,50,4
109,55,4
109,59,5
109,71,4
109,76,3
109,79,3
109,80,3
109,85,5
109,93,5
109,94,5
110,2,4
110,13,4
110,14,4
110,18,3
110,21,2
110,24,2
110,25,5
110,27,4
110,50,4
110,58,5
110,65,4
110,80,4
110,85,4
110,94,3
111,14,4
111,38,2
111,54,5
111,55,3
111,65,5
111,71,4
111,89,4
112,2,4
112,7,4
112,8,3
112,18,4
112,19,4
112,21,4
112,24,4
112,27,4
112,50,4
112,55,3
112,57,5
112,60,4
112,65,4
112,82,3
112,94,4
113,39,5
113,42,5
113,43,5
113,54,4
113,76,5
114,3,2
114,4,4
114,8,5
114,11,2
114,13,3
114,14,5
114,28,3
114,33,1
114,35,3
114,49,2
114,58,3
114,94,5
115,4,3
115,5,5
115,8,5
115,10,4
115,13,4
115,28,3
115,29,4
115,32,3
115,50,3
115,55,3
115,58,4
115,76,4
115,83,4
115,87,5
115,92,2
115,94,5
116,7,4
116,19,4
116,25,4
116,29,4
116,36,4
116,37,4
116,48,4
116,65,5
116,84,1
116,94,5
117,2,5
117,8,4
117,11,5
117,13,3
117,14,3
117,18,5
117,24,5
117,27,5
117,58,3
117,80,5
117,94,3
119,1,5
119,2,5
119,3,5
119,5,4
119,16,4
119,17,5
119,18,5
119,20,5
119,22,4
119,23,5
119,24,5
119,26,5
119,31,5
119,46,5
119,49,4
119,52,5
119,56,4
119,64,5
119,78,3
119,98,4
120,13,5
120,65,5
120,94,4
122,8,3
122,9,3
122,11,4
122,14,4
122,22,1
122,26,3
122,35,3
122,40,4
122,50,4
122,66,3
122,80,4
122,84,2
122,94,5
123,3,5
123,4,3
123,5,4
123,11,5
123,15,5
123,16,4
123,22,5
123,26,5
123,32,4
123,38,5
123,40,5
123,45,4
123,46,5
123,49,5
123,52,5
123,56,5
123,57,5
123,58,3
123,63,3
123,64,5
123,66,5
123,67,5
123,81,5
123,98,4
123,100,2
124,2,2
124,4,5
124,8,4
124,9,3
124,10,5
124,11,4
124,13,4
124,14,3
124,15,3
124,18,3
124,19,4
124,21,2
124,24,2
124,25,3
124,26,3
124,27,2
124,28,3
124,29,4
124,32,3
124,35,5
124,42,4
124,48,4
124,54,5
124,55,4
124,60,4
124,63,2
124,75,4
124,78,2
124,87,4
124,92,4
124,94,3
125,2,4
125,4,4
125,8,5
125,11,5
125,18,5
125,21,4
125,23,4
125,24,5
125,25,5
125,26,4
125,27,4
125,28,4
125,29,4
125,32,3
125,33,5
125,38,5
125,43,4
125,45,4
125,48,4
125,55,4
125,57,3
125,58,4
125,67,5
125,80,5
125,94,4
125,100,4
126,9,1
126,11,3
126,16,1
126,45,4
126,48,3
126,55,4
126,58,4
126,60,3
126,65,5
126,70,5
126,84,4
126,92,4
127,2,5
127,3,5
127,4,3
127,8,4
127,9,3
127,10,5
127,11,5
127,13,4
127,16,4
127,18,5
127,21,5
127,22,4
127,23,5
127,24,5
127,25,5
127,26,3
127,27,5
127,31,5
127,33,5
127,42,5
127,43,5
127,49,3
127,52,4
127,55,4
127,56,4
127,57,5
127,60,4
127,75,4
127,76,5
127,81,5
127,94,5
127,95,3
127,100,3
128,1,5
128,17,5
128,20,3
128,31,5
128,40,3
128,62,5
128,98,5
129,57,4
129,65,5
129,76,4
130,2,5
130,3,3
130,5,5
130,7,5
130,8,4
130,13,3
130,18,3
130,21,1
130,23,4
130,24,5
130,25,3
130,27,3
130,28,4
130,33,3
130,37,5
130,48,3
130,49,3
130,52,3
130,56,3
130,71,5
130,75,4
130,78,2
130,85,3
130,87,3
130,100,5
131,2,3
131,5,4
131,10,1
131,11,4
131,21,4
131,22,1
131,23,3
131,25,3
131,26,2
131,27,4
131,42,4
131,50,2
131,60,2
131,65,5
131,66,2
131,67,4
131,80,1
131,85,4
131,94,3
132,1,4
132,10,3
132,12,2
132,13,4
132,17,4
132,20,4
132,22,2
132,26,1
132,32,4
132,33,3
132,65,4
132,79,4
133,3,4
133,4,4
133,8,3
133,14,4
133,22,1
133,28,4
133,37,3
133,41,5
133,49,3
133,50,5
133,52,4
133,56,5
133,57,4
133,58,4
133,60,1
133,62,5
133,74,2
133,90,5
133,93,5
133,94,2
133,100,2
134,4,5
134,8,4
134,10,4
134,11,3
134,15,4
134,26,3
134,28,5
134,29,3
134,32,5
134,33,1
134,40,3
134,42,3
134,43,5
134,50,5
134,55,5
134,58,3
134,64,3
134,67,2
134,72,3
134,78,3
134,79,3
134,83,5
134,92,5
134,94,3
135,1,5
135,2,2
135,7,3
135,8,3
135,13,3
135,14,3
135,17,4
135,26,4
135,28,2
135,29,4
135,32,3
135,36,5
135,39,5
135,48,3
135,54,3
135,55,2
135,70,5
135,84,5
135,92,5
135,94,4
136,4,3
136,5,4
136,8,4
136,14,3
136,32,4
136,58,5
136,94,5
137,2,2
137,4,2
137,5,2
137,7,4
137,8,3
137,9,4
137,10,3
137,13,3
137,14,5
137,18,4
137,21,4
137,23,3
137,24,4
137,26,3
137,27,4
137,28,3
137,29,4
137,32,5
137,36,4
137,37,5
137,43,3
137,45,5
137,55,4
137,60,4
137,65,5
137,70,5
137,71,5
137,90,3
137,94,5
137,95,3
137,97,3
139,10,4
139,43,4
139,63,3
139,65,3
139,68,3
139,76,4
140,2,1
140,5,5
140,7,3
140,8,5
140,13,5
140,14,5
140,18,1
140,21,1
140,23,1
140,24,1
140,25,1
140,26,1
140,27,1
140,28,5
140,35,5
140,48,3
140,55,4
140,58,3
140,60,3
140,63,4
140,71,4
140,79,4
140,80,3
140,94,3
140,97,4
142,4,5
142,5,5
142,8,5
142,10,3
142,13,5
142,33,3
142,45,3
142,55,5
142,58,4
142,65,5
142,92,4
142,94,5
143,1,5
143,2,5
143,3,3
143,8,2
143,9,2
143,10,5
143,11,5
143,16,5
143,17,5
143,18,3
143,20,5
143,21,4
143,23,4
143,24,5
143,25,5
143,26,4
143,27,4
143,31,5
143,35,4
143,38,5
143,44,5
143,45,3
143,46,3
143,49,2
143,52,3
143,55,4
143,57,3
143,73,4
143,92,4
143,94,3
143,98,5
143,100,3
144,4,3
144,5,4
144,8,4
144,14,4
144,32,4
144,33,5
144,45,4
144,48,4
144,54,5
144,55,3
144,60,4
144,65,4
144,71,3
144,83,4
144,95,4
145,3,2
145,4,3
145,16,4
145,28,3
145,29,3
145,31,2
145,33,3
145,36,3
145,40,3
145,42,2
145,43,3
145,56,2
145,58,3
145,59,4
145,65,4
145,75,1
145,79,2
145,81,3
145,90,4
145,92,4
145,93,3
145,95,3
145,98,4
146,4,5
146,16,3
146,18,3
146,23,3
146,28,4
146,29,5
146,31,3
146,32,4
146,36,4
146,38,3
146,45,4
146,57,3
146,59,5
146,75,1
146,81,3
146,90,3
147,7,2
147,8,3
147,10,3
147,13,4
147,14,3
147,19,3
147,26,5
147,35,3
147,37,3
147,42,3
147,43,4
147,60,3
147,77,3
147,80,5
147,85,5
147,93,3
147,94,4
149,4,5
149,5,3
149,8,5
149,9,4
149,10,2
149,11,1
149,13,5
149,14,5
149,19,4
149,26,3
149,28,5
149,32,5
149,33,4
149,35,5
149,37,4
149,45,3
149,48,4
149,50,5
149,54,3
149,58,4
149,65,5
149,70,5
149,80,4
149,83,3
149,85,5
149,94,5
149,100,2
150,1,5
150,2,4
150,13,4
150,17,5
150,18,5
150,20,4
150,21,5
150,23,4
150,24,5
150,25,5
150,27,5
150,39,5
150,65,4
150,70,5
151,4,4
151,5,3
151,8,4
151,13,5
151,26,2
151,28,4
151,36,5
151,40,1
151,45,4
151,48,4
151,50,5
151,60,5
151,65,4
151,70,5
151,85,5
151,92,3
152,31,4
152,40,4
152,46,4
154,4,3
154,5,5
154,8,4
154,10,4
154,13,5
154,19,4
154,22,2
154,28,4
154,32,3
154,42,5
154,43,5
154,45,4
154,50,5
154,60,4
154,76,5
154,80,5
154,85,5
154,89,3
154,93,3
154,94,5
155,11,4
155,13,4
155,14,4
155,25,4
155,35,3
155,43,2
155,63,1
155,67,4
155,79,2
155,80,2
155,86,4
155,94,3
156,2,4
156,4,5
156,5,4
156,8,4
156,11,4
156,18,4
156,21,3
156,23,4
156,24,3
156,27,3
156,28,3
156,32,4
156,55,5
156,65,4
156,87,5
156,92,4
158,4,4
158,7,5
158,8,3
158,10,3
158,13,4
158,14,4
158,18,5
158,19,4
158,23,5
158,26,3
158,27,5
158,28,5
158,29,4
158,32,4
158,54,5
158,58,3
158,65,3
158,72,5
158,90,4
158,93,5
159,13,4
159,35,3
161,1,4
161,8,3
161,17,3
161,20,2
161,31,4
161,93,4
161,97,3
161,98,4
162,5,3
162,16,1
162,42,1
162,46,4
162,50,3
162,78,4
162,79,3
162,85,2
162,93,3
163,1,5
163,2,5
163,5,3
163,7,4
163,13,4
163,14,4
163,17,5
163,18,5
163,19,5
163,20,5
163,21,5
163,23,5
163,24,5
163,25,5
163,27,5
163,36,4
163,47,5
164,11,5
164,25,5
164,94,5
165,3,3
165,49,3
165,53,2
165,62,4
165,77,4
166,29,4
166,59,3
166,85,5
167,8,5
167,14,3
167,26,1
167,48,4
167,59,4
167,78,1
167,79,5
167,80,5
167,87,5
167,95,4
168,2,4
168,10,5
168,18,5
168,19,5
168,21,3
168,23,4
168,24,3
168,27,5
168,32,5
168,45,5
168,65,5
169,4,5
169,5,5
169,7,4
169,8,5
169,10,5
169,11,5
169,14,4
169,28,5
169,29,4
169,33,4
169,38,4
169,43,4
169,44,2
169,45,5
169,46,5
169,50,5
169,55,4
169,57,4
169,58,4
169,66,4
169,80,5
169,81,5
169,93,5
169,94,5
169,95,4
170,16,4
170,31,4
170,46,4
170,81,4
170,92,3
170,100,3
171,79,5
171,80,5
171,83,4
171,86,2
171,89,5
173,1,4
173,2,5
173,3,4
173,4,4
173,9,4
173,14,4
173,16,2
173,17,2
173,18,5
173,20,2
173,21,4
173,23,4
173,24,4
173,25,5
173,26,5
173,27,5
173,31,4
173,35,5
173,36,4
173,40,5
173,46,4
173,47,5
173,48,4
173,49,2
173,52,3
173,56,3
173,63,3
173,71,4
173,79,3
173,81,4
173,85,5
173,87,4
173,90,4
173,92,5
173,93,3
174,4,5
174,8,2
174,9,2
174,10,5
174,11,5
174,22,5
174,32,3
174,33,4
174,35,5
174,38,4
174,40,5
174,45,5
174,60,2
174,64,5
174,67,3
174,75,5
174,78,4
174,81,4
175,5,4
175,10,5
175,35,4
175,45,3
175,46,4
175,48,4
175,50,5
175,57,4
175,58,3
175,75,2
175,76,3
175,94,3
176,2,4
176,4,3
176,5,3
176,8,5
176,10,3
176,11,4
176,13,4
176,14,4
176,18,4
176,21,4
176,23,3
176,24,4
176,25,4
176,26,4
176,27,4
176,33,3
176,35,3
176,42,4
176,43,4
176,53,3
